group,variable,path
B24115,017E,estimate.total.purchasing_managers
B24115,020E,estimate.total.construction_managers
B24115,021E,estimate.total.education_and_childcare_administrators
B24115,022E,estimate.total.architectural_and_engineering_managers
B24115,023E,estimate.total.food_service_managers
B24115,024E,estimate.total.funeral_home_managers
B24115,025E,estimate.total.entertainment_and_recreation_managers
B24115,026E,estimate.total.lodging_managers
B24115,027E,estimate.total.medical_and_health_services_managers
B24115,028E,estimate.total.natural_sciences_managers
B24115,029E,estimate.total.postmasters_and_mail_superintendents
B24115,031E,estimate.total.social_and_community_service_managers
B24115,032E,estimate.total.emergency_management_directors
B24115,040E,estimate.total.compliance_officers
B24115,041E,estimate.total.cost_estimators
B24115,042E,estimate.total.human_resources_workers
B24115,044E,estimate.total.training_and_development_specialists
B24115,045E,estimate.total.logisticians
B24115,046E,estimate.total.project_management_specialists
B24115,047E,estimate.total.management_analysts
B24115,049E,estimate.total.fundraisers
B24115,050E,estimate.total.market_research_analysts_and_marketing_specialists
B24115,052E,estimate.total.accountants_and_auditors
B24115,053E,estimate.total.property_appraisers_and_assessors
B24115,054E,estimate.total.budget_analysts
B24115,055E,estimate.total.credit_analysts
B24115,056E,estimate.total.financial_and_investment_analysts
B24115,057E,estimate.total.personal_financial_advisors
B24115,058E,estimate.total.insurance_underwriters
B24115,059E,estimate.total.financial_examiners
B24115,060E,estimate.total.credit_counselors_and_loan_officers
B24115,062E,estimate.total.tax_preparers
B24115,063E,estimate.total.other_financial_specialists
B24115,064E,estimate.total.computer_and_information_research_scientists
B24115,065E,estimate.total.computer_systems_analysts
B24115,066E,estimate.total.information_security_analysts
B24115,067E,estimate.total.computer_programmers
B24115,068E,estimate.total.software_developers
B24115,069E,estimate.total.software_quality_assurance_analysts_and_testers
B24115,070E,estimate.total.web_developers
B24115,071E,estimate.total.web_and_digital_interface_designers
B24115,072E,estimate.total.computer_support_specialists
B24115,073E,estimate.total.database_administrators_and_architects
B24115,074E,estimate.total.network_and_computer_systems_administrators
B24115,075E,estimate.total.computer_network_architects
B24115,077E,estimate.total.actuaries
B24115,078E,estimate.total.mathematicians
B24115,079E,estimate.total.operations_research_analysts
B24115,080E,estimate.total.statisticians
B24115,081E,estimate.total.other_mathematical_science_occupations
B24115,083E,estimate.total.landscape_architects
B24115,085E,estimate.total.aerospace_engineers
B24115,086E,estimate.total.agricultural_engineers
B24115,087E,estimate.total.bioengineers_and_biomedical_engineers
B24115,088E,estimate.total.chemical_engineers
B24115,089E,estimate.total.civil_engineers
B24115,090E,estimate.total.computer_hardware_engineers
B24115,091E,estimate.total.electrical_and_electronics_engineers
B24115,092E,estimate.total.environmental_engineers
B24115,094E,estimate.total.marine_engineers_and_naval_architects
B24115,095E,estimate.total.materials_engineers
B24115,096E,estimate.total.mechanical_engineers
B24115,098E,estimate.total.nuclear_engineers
B24115,099E,estimate.total.petroleum_engineers
B24115,101E,estimate.total.architectural_and_civil_drafters
B24115,102E,estimate.total.other_drafters
B24115,103E,estimate.total.electrical_and_electronic_engineering_technologists_and_technicians
B24115,105E,estimate.total.surveying_and_mapping_technicians
B24115,106E,estimate.total.agricultural_and_food_scientists
B24115,107E,estimate.total.biological_scientists
B24115,108E,estimate.total.conservation_scientists_and_foresters
B24115,109E,estimate.total.medical_scientists
B24115,111E,estimate.total.astronomers_and_physicists
B24115,112E,estimate.total.atmospheric_and_space_scientists
B24115,113E,estimate.total.chemists_and_materials_scientists
B24115,117E,estimate.total.economists
B24115,118E,estimate.total.survey_researchers
B24115,119E,estimate.total.clinical_and_counseling_psychologists
B24115,120E,estimate.total.school_psychologists
B24115,121E,estimate.total.other_psychologists
B24115,122E,estimate.total.sociologists
B24115,123E,estimate.total.urban_and_regional_planners
B24115,124E,estimate.total.miscellaneous_social_scientists_and_related_workers
B24115,125E,estimate.total.agricultural_and_food_science_technicians
B24115,126E,estimate.total.biological_technicians
B24115,127E,estimate.total.chemical_technicians
B24115,128E,estimate.total.environmental_science_and_geoscience_technicians
B24115,129E,estimate.total.nuclear_technicians
B24115,130E,estimate.total.social_science_research_assistants
B24115,132E,estimate.total.occupational_health_and_safety_specialists_and_technicians
B24115,133E,estimate.total.substance_abuse_and_behavioral_disorder_counselors
B24115,135E,estimate.total.marriage_and_family_therapists
B24115,136E,estimate.total.mental_health_counselors
B24115,137E,estimate.total.rehabilitation_counselors
B24115,140E,estimate.total.healthcare_social_workers
B24115,141E,estimate.total.mental_health_and_substance_abuse_social_workers
B24115,143E,estimate.total.probation_officers_and_correctional_treatment_specialists
B24115,144E,estimate.total.social_and_human_service_assistants
B24115,145E,estimate.total.other_community_and_social_service_specialists
B24115,146E,estimate.total.clergy
B24115,149E,estimate.total.lawyers
B24115,150E,estimate.total.judicial_law_clerks
B24115,152E,estimate.total.paralegals_and_legal_assistants
B24115,155E,estimate.total.postsecondary_teachers
B24115,156E,estimate.total.preschool_and_kindergarten_teachers
B24115,157E,estimate.total.elementary_and_middle_school_teachers
B24115,158E,estimate.total.secondary_school_teachers
B24115,159E,estimate.total.special_education_teachers
B24115,160E,estimate.total.tutors
B24115,161E,estimate.total.other_teachers_and_instructors
B24115,163E,estimate.total.librarians_and_media_collections_specialists
B24115,164E,estimate.total.library_technicians
B24115,165E,estimate.total.teaching_assistants
B24115,166E,estimate.total.other_educational_instruction_and_library_workers
B24115,167E,estimate.total.artists_and_related_workers
B24115,168E,estimate.total.commercial_and_industrial_designers
B24115,169E,estimate.total.fashion_designers
B24115,170E,estimate.total.floral_designers
B24115,171E,estimate.total.graphic_designers
B24115,172E,estimate.total.interior_designers
B24115,173E,estimate.total.merchandise_displayers_and_window_trimmers
B24115,174E,estimate.total.other_designers
B24115,175E,estimate.total.actors
B24115,176E,estimate.total.producers_and_directors
B24115,177E,estimate.total.athletes_and_sports_competitors
B24115,178E,estimate.total.coaches_and_scouts
B24115,180E,estimate.total.dancers_and_choreographers
B24115,181E,estimate.total.music_directors_and_composers
B24115,182E,estimate.total.musicians_and_singers
B24115,185E,estimate.total.broadcast_announcers_and_radio_disc_jockeys
B24115,187E,estimate.total.public_relations_specialists
B24115,188E,estimate.total.editors
B24115,189E,estimate.total.technical_writers
B24115,190E,estimate.total.writers_and_authors
B24115,191E,estimate.total.interpreters_and_translators
B24115,192E,estimate.total.court_reporters_and_simultaneous_captioners
B24115,195E,estimate.total.photographers
B24115,198E,estimate.total.chiropractors
B24115,199E,estimate.total.dentists
B24115,200E,estimate.total.dietitians_and_nutritionists
B24115,201E,estimate.total.optometrists
B24115,202E,estimate.total.pharmacists
B24115,203E,estimate.total.emergency_medicine_physicians
B24115,204E,estimate.total.radiologists
B24115,205E,estimate.total.other_physicians
B24115,206E,estimate.total.surgeons
B24115,207E,estimate.total.physician_assistants
B24115,208E,estimate.total.podiatrists
B24115,209E,estimate.total.audiologists
B24115,210E,estimate.total.occupational_therapists
B24115,211E,estimate.total.physical_therapists
B24115,212E,estimate.total.radiation_therapists
B24115,213E,estimate.total.recreational_therapists
B24115,214E,estimate.total.respiratory_therapists
B24115,216E,estimate.total.exercise_physiologists
B24115,218E,estimate.total.veterinarians
B24115,219E,estimate.total.registered_nurses
B24115,220E,estimate.total.nurse_anesthetists
B24115,221E,estimate.total.nurse_midwives
B24115,222E,estimate.total.nurse_practitioners
B24115,223E,estimate.total.acupuncturists
B24115,225E,estimate.total.clinical_laboratory_technologists_and_technicians
B24115,226E,estimate.total.dental_hygienists
B24115,227E,estimate.total.cardiovascular_technologists_and_technicians
B24115,228E,estimate.total.diagnostic_medical_sonographers
B24115,229E,estimate.total.radiologic_technologists_and_technicians
B24115,230E,estimate.total.magnetic_resonance_imaging_technologists
B24115,231E,estimate.total.nuclear_medicine_technologists_and_medical_dosimetrists
B24115,232E,estimate.total.emergency_medical_technicians
B24115,233E,estimate.total.paramedics
B24115,234E,estimate.total.pharmacy_technicians
B24115,235E,estimate.total.psychiatric_technicians
B24115,236E,estimate.total.surgical_technologists
B24115,237E,estimate.total.veterinary_technologists_and_technicians
B24115,238E,estimate.total.dietetic_technicians_and_ophthalmic_medical_technicians
B24115,239E,estimate.total.licensed_practical_and_licensed_vocational_nurses
B24115,240E,estimate.total.medical_records_specialists
B24115,242E,estimate.total.miscellaneous_health_technologists_and_technicians
B24115,243E,estimate.total.other_healthcare_practitioners_and_technical_occupations
B24115,244E,estimate.total.home_health_aides
B24115,245E,estimate.total.personal_care_aides
B24115,246E,estimate.total.nursing_assistants
B24115,247E,estimate.total.orderlies_and_psychiatric_aides
B24115,248E,estimate.total.occupational_therapy_assistants_and_aides
B24115,249E,estimate.total.physical_therapist_assistants_and_aides
B24115,250E,estimate.total.massage_therapists
B24115,251E,estimate.total.dental_assistants
B24115,252E,estimate.total.medical_assistants
B24115,253E,estimate.total.medical_transcriptionists
B24115,254E,estimate.total.pharmacy_aides
B24115,255E,estimate.total.veterinary_assistants_and_laboratory_animal_caretakers
B24115,256E,estimate.total.phlebotomists
B24115,257E,estimate.total.other_healthcare_support_workers
B24115,263E,estimate.total.firefighters
B24115,264E,estimate.total.fire_inspectors
B24115,265E,estimate.total.bailiffs
B24115,266E,estimate.total.correctional_officers_and_jailers
B24115,267E,estimate.total.detectives_and_criminal_investigators
B24115,268E,estimate.total.fish_and_game_wardens
B24115,269E,estimate.total.parking_enforcement_workers
B24115,270E,estimate.total.police_officers
B24115,271E,estimate.total.animal_control_workers
B24115,272E,estimate.total.private_detectives_and_investigators
B24115,273E,estimate.total.security_guards_and_gambling_surveillance_officers
B24115,274E,estimate.total.crossing_guards_and_flaggers
B24115,275E,estimate.total.transportation_security_screeners
B24115,276E,estimate.total.school_bus_monitors
B24115,277E,estimate.total.other_protective_service_workers
B24115,278E,estimate.total.chefs_and_head_cooks
B24115,280E,estimate.total.cooks
B24115,281E,estimate.total.food_preparation_workers
B24115,282E,estimate.total.bartenders
B24115,283E,estimate.total.fast_food_and_counter_workers
B24115,284E,estimate.total.waiters_and_waitresses
B24115,286E,estimate.total.dining_room_and_cafeteria_attendants_and_bartender_helpers
B24115,287E,estimate.total.dishwashers
B24115,292E,estimate.total.janitors_and_building_cleaners
B24115,293E,estimate.total.maids_and_housekeeping_cleaners
B24115,294E,estimate.total.pest_control_workers
B24115,295E,estimate.total.landscaping_and_groundskeeping_workers
B24115,296E,estimate.total.tree_trimmers_and_pruners
B24115,297E,estimate.total.other_grounds_maintenance_workers
B24115,298E,estimate.total.supervisors_of_personal_care_and_service_workers
B24115,299E,estimate.total.animal_trainers
B24115,300E,estimate.total.animal_caretakers
B24115,301E,estimate.total.gambling_services_workers
